0.000000, 2.000000
128.805298, 2.000000
171.740402, 2.000000
214.675507, 2.000000
257.610596, 2.000000
343.480804, 2.000000
386.415894, 2.000000
386.415894, 2.000000
472.286072, 2.000000
472.286072, 2.000000
515.221191, 2.000000
515.221191, 2.000000
558.156250, 2.000000
601.091370, 2.000000
601.091370, 2.000000
729.896667, 2.000000
729.896667, 2.000000
772.831726, 2.000000
858.701965, 2.000000
858.701965, 2.000000
901.637085, 2.000000
901.637085, 2.000000
1116.312622, 2.000000
1030.442383, 2.000000
1030.442383, 2.000000
1030.442383, 2.000000
1116.312622, 2.000000
1159.247681, 2.000000
1202.182739, 2.000000
1202.182739, 2.000000
1288.052979, 2.000000
1202.182739, 2.000000
1288.052979, 2.000000
1245.117920, 2.000000
1330.988037, 2.000000
1288.052979, 2.000000
1459.793335, 2.000000
1373.923218, 2.000000
1416.858276, 2.000000
1416.858276, 2.000000
1459.793335, 2.000000
1502.728394, 2.000000
1545.663452, 2.000000
1502.728394, 2.000000
1502.728394, 2.000000
1502.728394, 2.000000
1502.728394, 2.000000
1545.663452, 2.000000
1588.598511, 2.000000
1631.533569, 2.000000
1631.533569, 2.000000
1631.533569, 2.000000
1588.598511, 2.000000
1674.468750, 2.000000
1631.533569, 2.000000
1717.403931, 2.000000
1717.403931, 2.000000
1760.339111, 2.000000
1717.403931, 2.000000
1760.339111, 2.000000
1717.403931, 2.000000
1717.403931, 2.000000
1803.274170, 2.000000
1803.274170, 2.000000
1846.209229, 2.000000
1846.209229, 2.000000
1846.209229, 2.000000
1846.209229, 2.000000
1889.144287, 2.000000
1932.079346, 2.000000
1889.144287, 2.000000
1975.014526, 2.000000
1889.144287, 2.000000
1932.079346, 2.000000
1975.014526, 2.000000
1717.403931, 2.000000
1717.404053, 2.000000
1760.339111, 2.000000

